tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-147	0.1	246.5	None	g	55.8	2.68e-06	2	8	1e-08	1e-08	1e-08	u	273	147	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-148	0.1	246.5	None	g	55.8	2.68e-06	3	8	1e-08	1e-08	1e-08	u	273	148	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-149	0.1	249.9	None	g	56.5	2.67e-06	4	8	1e-08	1e-08	1e-08	u	273	149	0.0025	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-150	0.1	250.4	None	g	56.6	2.66e-06	5	8	1e-08	1e-08	1e-08	u	273	150	0.003	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-151	0.1	251.1	None	g	56.7	2.64e-06	6	8	1e-08	1e-08	1e-08	u	273	151	0.004	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-152	0.1	251.2	None	g	56.8	2.62e-06	7	8	1e-08	1e-08	1e-08	u	273	152	0.005	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-153	0.1	251.6	None	g	56.8	2.61e-06	8	8	1e-08	1e-08	1e-08	u	273	153	0.006	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-154	0.1	251.7	None	g	56.8	2.6e-06	9	8	1e-08	1e-08	1e-08	u	273	154	0.006999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-155	0.1	252.1	None	g	57.0	2.57e-06	10	8	1e-08	1e-08	1e-08	u	273	155	0.008	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-156	0.1	252.3	None	g	56.9	2.58e-06	11	8	1e-08	1e-08	1e-08	u	273	156	0.009000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-157	0.1	253.0	None	g	56.7	2.58e-06	12	8	1e-08	1e-08	1e-08	u	273	157	0.01	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-158	0.1	253.5	None	g	56.9	2.55e-06	13	8	1e-08	1e-08	1e-08	u	273	158	0.011000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-159	0.1	253.7	None	g	56.7	2.55e-06	14	8	1e-08	1e-08	1e-08	u	273	159	0.012	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-160	0.1	253.5	None	g	56.8	2.54e-06	15	8	1e-08	1e-08	1e-08	u	273	160	0.013000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-161	0.1	253.0	None	g	56.9	2.53e-06	16	8	1e-08	1e-08	1e-08	u	273	161	0.013999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-162	0.1	254.0	None	g	56.8	2.52e-06	17	8	1e-08	1e-08	1e-08	u	273	162	0.015	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-163	0.1	254.2	None	g	56.9	2.51e-06	18	8	1e-08	1e-08	1e-08	u	273	163	0.016	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-164	0.1	253.7	None	g	57.1	2.5e-06	19	8	1e-08	1e-08	1e-08	u	273	164	0.017	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-165	0.1	253.1	None	g	57.4	2.49e-06	20	8	1e-08	1e-08	1e-08	u	273	165	0.018000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-166	0.1	253.9	None	g	57.4	2.48e-06	21	8	1e-08	1e-08	1e-08	u	273	166	0.019	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-167	0.1	254.1	None	g	57.1	2.47e-06	22	8	1e-08	1e-08	1e-08	u	273	167	0.02	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-168	0.1	254.2	None	g	57.6	2.44e-06	23	8	1e-08	1e-08	1e-08	u	273	168	0.021	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-169	0.1	254.2	None	g	57.7	2.43e-06	24	8	1e-08	1e-08	1e-08	u	273	169	0.022000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-170	0.1	254.1	None	g	57.5	2.42e-06	25	8	1e-08	1e-08	1e-08	u	273	170	0.023	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-171	0.1	254.2	None	g	58.1	2.41e-06	26	8	1e-08	1e-08	1e-08	u	273	171	0.024	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-172	0.1	254.3	None	g	58.7	2.39e-06	27	8	1e-08	1e-08	1e-08	u	273	172	0.025	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-173	0.1	254.2	None	g	58.6	2.35e-06	28	8	1e-08	1e-08	1e-08	u	273	173	0.0275	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-174	0.1	253.5	None	g	58.7	2.32e-06	29	8	1e-08	1e-08	1e-08	u	273	174	0.03	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-175	0.1	253.3	None	g	59.7	2.26e-06	30	8	1e-08	1e-08	1e-08	u	273	175	0.0325	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-176	0.1	251.7	None	g	59.8	2.23e-06	31	8	1e-08	1e-08	1e-08	u	273	176	0.035	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-177	0.1	252.7	None	g	60.1	2.18e-06	32	8	1e-08	1e-08	1e-08	u	273	177	0.0375	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-178	0.1	253.3	None	g	60.1	2.17e-06	33	8	1e-08	1e-08	1e-08	u	273	178	0.04	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-179	0.1	252.6	None	g	60.1	2.1000000000000002e-06	34	8	1e-08	1e-08	1e-08	u	273	179	0.045	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-180	0.1	252.5	None	g	61.0	2e-06	35	8	1e-08	1e-08	1e-08	u	273	180	0.05	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-181	0.1	250.9	None	g	61.6	1.9e-06	36	8	1e-08	1e-08	1e-08	u	273	181	0.055	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-182	0.1	251.5	None	g	61.8	1.83e-06	37	8	1e-08	1e-08	1e-08	u	273	182	0.06	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-183	0.1	250.9	None	g	62.7	1.61e-06	38	8	1e-08	1e-08	1e-08	u	273	183	0.07	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-184	0.1	247.7	None	g	63.7	1.43e-06	39	8	1e-08	1e-08	1e-08	u	273	184	0.08	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-185	0.1	248.4	None	g	65.1	1.23e-06	40	8	1e-08	1e-08	1e-08	u	273	185	0.09	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-186	0.1	250.8	None	g	65.3	1.02e-06	41	8	1e-08	1e-08	1e-08	u	273	186	0.1	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-187	0.1	239.1	None	g	65.5	6.17e-07	42	8	1e-08	1e-08	1e-08	u	273	187	0.12	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-188	0.1	256.4	None	g	67.0	4.870000000000001e-07	43	8	1e-08	1e-08	1e-08	u	273	188	0.13	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-189	0.1	252.2	None	g	58.6	4.59e-07	44	8	1e-08	1e-08	1e-08	u	273	189	0.14	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-190	0.1	230.7	None	g	63.9	2.77e-07	45	8	1e-08	1e-08	1e-08	u	273	190	0.15	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-191	0.1	253.9	None	g	49.8	2.89e-07	46	8	1e-08	1e-08	1e-08	u	273	191	0.16	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-192	0.1	228.4	None	g	59.7	1.49e-07	47	8	1e-08	1e-08	1e-08	u	273	192	0.17	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-193	0.1	151.3	None	g	-84.0	1.51e-05	0	8	1e-08	1e-08	1e-08	u	273	193	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-194	0.1	151.4	None	g	-84.0	1.51e-05	1	8	1e-08	1e-08	1e-08	u	273	194	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-195	0.1	151.5	None	g	-84.0	1.51e-05	2	8	1e-08	1e-08	1e-08	u	273	195	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-196	0.1	151.4	None	g	-84.0	1.51e-05	3	8	1e-08	1e-08	1e-08	u	273	196	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-197	0.1	151.9	None	g	-84.0	1.5e-05	4	8	1e-08	1e-08	1e-08	u	273	197	0.0025	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-198	0.1	152.1	None	g	-84.0	1.4800000000000002e-05	5	8	1e-08	1e-08	1e-08	u	273	198	0.003	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-199	0.1	152.7	None	g	-84.0	1.44e-05	6	8	1e-08	1e-08	1e-08	u	273	199	0.004	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-200	0.1	153.8	None	g	-84.0	1.36e-05	7	8	1e-08	1e-08	1e-08	u	273	200	0.005	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-201	0.1	155.3	None	g	-83.9	1.26e-05	8	8	1e-08	1e-08	1e-08	u	273	201	0.006	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-202	0.1	157.2	None	g	-83.9	1.14e-05	9	8	1e-08	1e-08	1e-08	u	273	202	0.006999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-203	0.1	160.0	None	g	-83.9	9.98e-06	10	8	1e-08	1e-08	1e-08	u	273	203	0.008	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-204	0.1	163.5	None	g	-83.8	8.55e-06	11	8	1e-08	1e-08	1e-08	u	273	204	0.009000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-205	0.1	170.5	None	g	-83.7	6.45e-06	12	8	1e-08	1e-08	1e-08	u	273	205	0.01	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-206	0.1	178.1	None	g	-83.7	5.12e-06	13	8	1e-08	1e-08	1e-08	u	273	206	0.011000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-207	0.1	187.0	None	g	-83.6	4.04e-06	14	8	1e-08	1e-08	1e-08	u	273	207	0.012	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-208	0.1	198.1	None	g	-83.5	3.23e-06	15	8	1e-08	1e-08	1e-08	u	273	208	0.013000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-209	0.1	209.3	None	g	-83.1	2.6e-06	16	8	1e-08	1e-08	1e-08	u	273	209	0.013999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-210	0.1	221.4	None	g	-82.3	2.06e-06	17	8	1e-08	1e-08	1e-08	u	273	210	0.015	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-211	0.1	229.2	None	g	-81.4	1.73e-06	18	8	1e-08	1e-08	1e-08	u	273	211	0.016	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-212	0.1	236.9	None	g	-80.0	1.43e-06	19	8	1e-08	1e-08	1e-08	u	273	212	0.017	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-213	0.1	242.3	None	g	-78.4	1.19e-06	20	8	1e-08	1e-08	1e-08	u	273	213	0.018000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-214	0.1	248.4	None	g	-76.6	9.9e-07	21	8	1e-08	1e-08	1e-08	u	273	214	0.019	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-215	0.1	250.5	None	g	-74.7	8.47e-07	22	8	1e-08	1e-08	1e-08	u	273	215	0.02	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-216	0.1	254.2	None	g	-72.2	7.1e-07	23	8	1e-08	1e-08	1e-08	u	273	216	0.021	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-217	0.1	256.3	None	g	-70.8	6.29e-07	24	8	1e-08	1e-08	1e-08	u	273	217	0.022000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-218	0.1	258.5	None	g	-67.8	5.32e-07	25	8	1e-08	1e-08	1e-08	u	273	218	0.023	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-219	0.1	259.8	None	g	-65.2	4.65e-07	26	8	1e-08	1e-08	1e-08	u	273	219	0.024	0	0.0	0.0	273
None	This study	Duluth Complex	DX1-1b	DX1	DX1-1b	DX1-1b_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DX1-1b_LP-DIR-AF-220	0.1	262.1	None	g	-63.5	4.12e-07	27	8	1e-08	1e-08	1e-08	u	273	220	0.025	0	0.0	0.0	273
