tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
DA6-1C_LP-DIR-AF-142	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.6	-21.4	0.15	0.0	0.0	0.0	45.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	142.0	u	8.0	273.0			pmagpy-4.2.24-1	3.8e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-143	DA6-1C_LP-DIR-AF	DA6-1C	0.1	168.6	-35.4	0.16	0.0	0.0	0.0	46.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	143.0	u	8.0	273.0			pmagpy-4.2.24-1	3.94e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-144	DA6-1C_LP-DIR-AF	DA6-1C	0.1	168.9	-17.4	0.17	0.0	0.0	0.0	47.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	144.0	u	8.0	273.0			pmagpy-4.2.24-1	1.98e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA7-2c_LP-DIR-AF-145	DA7-2c_LP-DIR-AF	DA7-2c	0.1	246.5	55.7	0.0	0.0	0.0	0.0	0.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	145.0	u	8.0	273.0			pmagpy-4.2.24-1	2.68e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-146	DA7-2c_LP-DIR-AF	DA7-2c	0.1	246.5	55.8	0.0	0.0	0.0	0.0	1.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	146.0	u	8.0	273.0			pmagpy-4.2.24-1	2.68e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-147	DA7-2c_LP-DIR-AF	DA7-2c	0.1	246.5	55.8	0.0	0.0	0.0	0.0	2.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	147.0	u	8.0	273.0			pmagpy-4.2.24-1	2.68e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-148	DA7-2c_LP-DIR-AF	DA7-2c	0.1	246.5	55.8	0.0	0.0	0.0	0.0	3.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	148.0	u	8.0	273.0			pmagpy-4.2.24-1	2.68e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-149	DA7-2c_LP-DIR-AF	DA7-2c	0.1	249.9	56.5	0.0025	0.0	0.0	0.0	4.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	149.0	u	8.0	273.0			pmagpy-4.2.24-1	2.67e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-150	DA7-2c_LP-DIR-AF	DA7-2c	0.1	250.4	56.6	0.003	0.0	0.0	0.0	5.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	150.0	u	8.0	273.0			pmagpy-4.2.24-1	2.66e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-151	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.1	56.7	0.004	0.0	0.0	0.0	6.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	151.0	u	8.0	273.0			pmagpy-4.2.24-1	2.64e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-152	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.2	56.8	0.005	0.0	0.0	0.0	7.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	152.0	u	8.0	273.0			pmagpy-4.2.24-1	2.62e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-153	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.6	56.8	0.006	0.0	0.0	0.0	8.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	153.0	u	8.0	273.0			pmagpy-4.2.24-1	2.61e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-154	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.7	56.8	0.006999999999999999	0.0	0.0	0.0	9.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	154.0	u	8.0	273.0			pmagpy-4.2.24-1	2.6e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-155	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.1	57.0	0.008	0.0	0.0	0.0	10.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	155.0	u	8.0	273.0			pmagpy-4.2.24-1	2.57e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-156	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.3	56.9	0.009000000000000001	0.0	0.0	0.0	11.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	156.0	u	8.0	273.0			pmagpy-4.2.24-1	2.58e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-157	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.0	56.7	0.01	0.0	0.0	0.0	12.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	157.0	u	8.0	273.0			pmagpy-4.2.24-1	2.58e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-158	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.5	56.9	0.011000000000000001	0.0	0.0	0.0	13.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	158.0	u	8.0	273.0			pmagpy-4.2.24-1	2.55e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-159	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.7	56.7	0.012	0.0	0.0	0.0	14.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	159.0	u	8.0	273.0			pmagpy-4.2.24-1	2.55e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-160	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.5	56.8	0.013000000000000001	0.0	0.0	0.0	15.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	160.0	u	8.0	273.0			pmagpy-4.2.24-1	2.54e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-161	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.0	56.9	0.013999999999999999	0.0	0.0	0.0	16.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	161.0	u	8.0	273.0			pmagpy-4.2.24-1	2.53e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-162	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.0	56.8	0.015	0.0	0.0	0.0	17.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	162.0	u	8.0	273.0			pmagpy-4.2.24-1	2.52e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-163	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.2	56.9	0.016	0.0	0.0	0.0	18.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	163.0	u	8.0	273.0			pmagpy-4.2.24-1	2.51e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-164	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.7	57.1	0.017	0.0	0.0	0.0	19.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	164.0	u	8.0	273.0			pmagpy-4.2.24-1	2.5e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-165	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.1	57.4	0.018000000000000002	0.0	0.0	0.0	20.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	165.0	u	8.0	273.0			pmagpy-4.2.24-1	2.49e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-166	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.9	57.4	0.019	0.0	0.0	0.0	21.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	166.0	u	8.0	273.0			pmagpy-4.2.24-1	2.48e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-167	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.1	57.1	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	167.0	u	8.0	273.0			pmagpy-4.2.24-1	2.47e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-168	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.2	57.6	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	168.0	u	8.0	273.0			pmagpy-4.2.24-1	2.44e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-169	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.2	57.7	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	169.0	u	8.0	273.0			pmagpy-4.2.24-1	2.43e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-170	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.1	57.5	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	170.0	u	8.0	273.0			pmagpy-4.2.24-1	2.42e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-171	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.2	58.1	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	171.0	u	8.0	273.0			pmagpy-4.2.24-1	2.41e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-172	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.3	58.7	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	172.0	u	8.0	273.0			pmagpy-4.2.24-1	2.39e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-173	DA7-2c_LP-DIR-AF	DA7-2c	0.1	254.2	58.6	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	173.0	u	8.0	273.0			pmagpy-4.2.24-1	2.35e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-174	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.5	58.7	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	174.0	u	8.0	273.0			pmagpy-4.2.24-1	2.32e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-175	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.3	59.7	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	175.0	u	8.0	273.0			pmagpy-4.2.24-1	2.26e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-176	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.7	59.8	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	176.0	u	8.0	273.0			pmagpy-4.2.24-1	2.23e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-177	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.7	60.1	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	177.0	u	8.0	273.0			pmagpy-4.2.24-1	2.18e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-178	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.3	60.1	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	178.0	u	8.0	273.0			pmagpy-4.2.24-1	2.17e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-179	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.6	60.1	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	179.0	u	8.0	273.0			pmagpy-4.2.24-1	2.1000000000000002e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-180	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.5	61.0	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	180.0	u	8.0	273.0			pmagpy-4.2.24-1	2e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-181	DA7-2c_LP-DIR-AF	DA7-2c	0.1	250.9	61.6	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	181.0	u	8.0	273.0			pmagpy-4.2.24-1	1.9e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-182	DA7-2c_LP-DIR-AF	DA7-2c	0.1	251.5	61.8	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	182.0	u	8.0	273.0			pmagpy-4.2.24-1	1.83e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-183	DA7-2c_LP-DIR-AF	DA7-2c	0.1	250.9	62.7	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	183.0	u	8.0	273.0			pmagpy-4.2.24-1	1.61e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-184	DA7-2c_LP-DIR-AF	DA7-2c	0.1	247.7	63.7	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	184.0	u	8.0	273.0			pmagpy-4.2.24-1	1.43e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-185	DA7-2c_LP-DIR-AF	DA7-2c	0.1	248.4	65.1	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	185.0	u	8.0	273.0			pmagpy-4.2.24-1	1.23e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-186	DA7-2c_LP-DIR-AF	DA7-2c	0.1	250.8	65.3	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	186.0	u	8.0	273.0			pmagpy-4.2.24-1	1.02e-06	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-187	DA7-2c_LP-DIR-AF	DA7-2c	0.1	239.1	65.5	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	187.0	u	8.0	273.0			pmagpy-4.2.24-1	6.17e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-188	DA7-2c_LP-DIR-AF	DA7-2c	0.1	256.4	67.0	0.13	0.0	0.0	0.0	43.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	188.0	u	8.0	273.0			pmagpy-4.2.24-1	4.870000000000001e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-189	DA7-2c_LP-DIR-AF	DA7-2c	0.1	252.2	58.6	0.14	0.0	0.0	0.0	44.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	189.0	u	8.0	273.0			pmagpy-4.2.24-1	4.59e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-190	DA7-2c_LP-DIR-AF	DA7-2c	0.1	230.7	63.9	0.15	0.0	0.0	0.0	45.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	190.0	u	8.0	273.0			pmagpy-4.2.24-1	2.77e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-191	DA7-2c_LP-DIR-AF	DA7-2c	0.1	253.9	49.8	0.16	0.0	0.0	0.0	46.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	191.0	u	8.0	273.0			pmagpy-4.2.24-1	2.89e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DA7-2c_LP-DIR-AF-192	DA7-2c_LP-DIR-AF	DA7-2c	0.1	228.4	59.7	0.17	0.0	0.0	0.0	47.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	192.0	u	8.0	273.0			pmagpy-4.2.24-1	1.49e-07	1e-08	1e-08	1e-08	DA7-2c	DA7	Duluth Complex
DX1-1b_LP-DIR-AF-193	DX1-1b_LP-DIR-AF	DX1-1b	0.1	151.3	-84.0	0.0	0.0	0.0	0.0	0.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	193.0	u	8.0	273.0			pmagpy-4.2.24-1	1.51e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-194	DX1-1b_LP-DIR-AF	DX1-1b	0.1	151.4	-84.0	0.0	0.0	0.0	0.0	1.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	194.0	u	8.0	273.0			pmagpy-4.2.24-1	1.51e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-195	DX1-1b_LP-DIR-AF	DX1-1b	0.1	151.5	-84.0	0.0	0.0	0.0	0.0	2.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	195.0	u	8.0	273.0			pmagpy-4.2.24-1	1.51e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-196	DX1-1b_LP-DIR-AF	DX1-1b	0.1	151.4	-84.0	0.0	0.0	0.0	0.0	3.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	196.0	u	8.0	273.0			pmagpy-4.2.24-1	1.51e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-197	DX1-1b_LP-DIR-AF	DX1-1b	0.1	151.9	-84.0	0.0025	0.0	0.0	0.0	4.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	197.0	u	8.0	273.0			pmagpy-4.2.24-1	1.5e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-198	DX1-1b_LP-DIR-AF	DX1-1b	0.1	152.1	-84.0	0.003	0.0	0.0	0.0	5.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	198.0	u	8.0	273.0			pmagpy-4.2.24-1	1.4800000000000002e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-199	DX1-1b_LP-DIR-AF	DX1-1b	0.1	152.7	-84.0	0.004	0.0	0.0	0.0	6.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	199.0	u	8.0	273.0			pmagpy-4.2.24-1	1.44e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-200	DX1-1b_LP-DIR-AF	DX1-1b	0.1	153.8	-84.0	0.005	0.0	0.0	0.0	7.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	200.0	u	8.0	273.0			pmagpy-4.2.24-1	1.36e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-201	DX1-1b_LP-DIR-AF	DX1-1b	0.1	155.3	-83.9	0.006	0.0	0.0	0.0	8.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	201.0	u	8.0	273.0			pmagpy-4.2.24-1	1.26e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-202	DX1-1b_LP-DIR-AF	DX1-1b	0.1	157.2	-83.9	0.006999999999999999	0.0	0.0	0.0	9.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	202.0	u	8.0	273.0			pmagpy-4.2.24-1	1.14e-05	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-203	DX1-1b_LP-DIR-AF	DX1-1b	0.1	160.0	-83.9	0.008	0.0	0.0	0.0	10.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	203.0	u	8.0	273.0			pmagpy-4.2.24-1	9.98e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-204	DX1-1b_LP-DIR-AF	DX1-1b	0.1	163.5	-83.8	0.009000000000000001	0.0	0.0	0.0	11.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	204.0	u	8.0	273.0			pmagpy-4.2.24-1	8.55e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-205	DX1-1b_LP-DIR-AF	DX1-1b	0.1	170.5	-83.7	0.01	0.0	0.0	0.0	12.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	205.0	u	8.0	273.0			pmagpy-4.2.24-1	6.45e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-206	DX1-1b_LP-DIR-AF	DX1-1b	0.1	178.1	-83.7	0.011000000000000001	0.0	0.0	0.0	13.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	206.0	u	8.0	273.0			pmagpy-4.2.24-1	5.12e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-207	DX1-1b_LP-DIR-AF	DX1-1b	0.1	187.0	-83.6	0.012	0.0	0.0	0.0	14.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	207.0	u	8.0	273.0			pmagpy-4.2.24-1	4.04e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-208	DX1-1b_LP-DIR-AF	DX1-1b	0.1	198.1	-83.5	0.013000000000000001	0.0	0.0	0.0	15.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	208.0	u	8.0	273.0			pmagpy-4.2.24-1	3.23e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-209	DX1-1b_LP-DIR-AF	DX1-1b	0.1	209.3	-83.1	0.013999999999999999	0.0	0.0	0.0	16.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	209.0	u	8.0	273.0			pmagpy-4.2.24-1	2.6e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-210	DX1-1b_LP-DIR-AF	DX1-1b	0.1	221.4	-82.3	0.015	0.0	0.0	0.0	17.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	210.0	u	8.0	273.0			pmagpy-4.2.24-1	2.06e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-211	DX1-1b_LP-DIR-AF	DX1-1b	0.1	229.2	-81.4	0.016	0.0	0.0	0.0	18.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	211.0	u	8.0	273.0			pmagpy-4.2.24-1	1.73e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-212	DX1-1b_LP-DIR-AF	DX1-1b	0.1	236.9	-80.0	0.017	0.0	0.0	0.0	19.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	212.0	u	8.0	273.0			pmagpy-4.2.24-1	1.43e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
